StockNo,VIN,Year,Make,Model,Trim,Condition,Mileage,InventorySince,AgeinDays,InternetPrice,MSRP,InvoicePrice,ExteriorColor,InteriorColor,Location,ShowroomTitle,Options,Type,Length,SleepingCapacity,FuelType,AirConditioners,Awnings,LevelingJacks,Serial.No,Status,LotName,Storename,LocationDescription
"25830","573FR3424J3408233","2018","GRAND DESIGN","REFLECTION","295RL","NEW","0","20 MAR 18","127","38,995.00","48,869.00","32,992.59","","CAPPUCCINO","CLE","2018 GRAND DESIGN REFLECTION 2","REFELCTION 150- SERIES PEACE O^^REFLECTION 150-SERIES POWER PA^^REFLECTION 150-SERIES ARTIC 4-^^50 AMP SERVICE-WIRED & FRAMED^^2' RECEIVER HITCH^^FREE STANDING TABLE & CHAIRS 1^^2AC^^RVIA SEAL^^WINTERIZATION^^DIXIE","5TH WHEEL","29","0","","0","NO","NO","J3408233","A","CALERA","CALERA",""
"25831","573FR3628J3318788","2018","GRAND DESIGN","REFLECTION","320MKS","NEW","0","21 MAR 18","126","49,995.00","62,149.00","43,941.17","","CAPPUCCINO","CLE","2018 GRAND DESIGN REFLECTION 3","REFLECTION PEACE OF MIND PACKA^^REFLECTION ULTIMATE POWER PACK^^REFLECTION ARCTIC 4 SEASONS PA^^2' RECEIVER HITCH^^2ND AWNING^^12' SIDE BY SIDE REFER UPGRADE^^WINTERIZATION^^FREE STANDING TABLE AND CHAIRS^^2AC^^RVIA SEAL^^DIXIE","5TH WHEEL","32","0","","0","YES","NO","J3318788","A","CALERA","CALERA",""
"25837","5ZT2AVXB0JB920242","2018","PRIME TIME","AVENGER","32BIT","NEW","0","07 MAR 18","140","28,915.00","41,484.25","26,777.50","","PORTOBELLO","HMD","2018 PRIME TIME AVENGER 32BIT","ADVENGER ADVANTAGE PACKAGE^^15000 BTU DUCTED A/C^^SLEEP N PLAY^^50 AMP SERVICE^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","32","0","","0","NO","NO","AVB920242","A","HAMMOND","HAMMOND",""
"25838","5ZT2AVXB2JB920243","2018","PRIME TIME","AVENGER","32BIT","NEW","","09 MAR 18","138","28,915.00","41,484.25","26,389.40","","PORTOBELLO","HMD","2018 PRIME TIME AVENGER 32BIT","ADVENGER ADVANTAGE PACKAGE^^15000 BTU DUCTED A/C^^SLEEP N PLAY^^50 AMP SERVICE^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","32","0","","0","NO","NO","AVB920243","A","HAMMOND","HAMMOND",""
"25841","5ZT3CSUB8JG123631","2018","PRIME TIME","CRUSADER","29RSLE","NEW","0","20 MAR 18","127","28,995.00","45,690.00","29,185.24","","PORTOBELLO","CLE","2018 PRIME TIME CRUSADER 29RSL","CRUSADER ADVANTAGE PACKAGE^^50 AMP SERVICE^^RVIA SEAL^^DIXIE","5TH WHEEL","29","0","","0","NO","NO","CSG123631","A","CALERA","CALERA",""
"25843","5ZT3CSXB5JG123601","2018","PRIME TIME","CRUSADER","315RST","NEW","0","22 MAR 18","125","34,995.00","58,174.50","37,021.37","","PORTOBELLO","CLE","2018 PRIME TIME CRUSADER 315RS","CRUSADER ADVANTAGE PACKAGE^^2ND 'QUIET COOL' A/C IN BEDROO^^RVIA SEAL^^DIXIE","5TH WHEEL","31","0","","0","NO","NO","CSG123601","A","CALERA","CALERA",""
"25844","573TT3227K8800263","2019","GRAND DESIGN","TRANSCEND","27BHS","NEW","0","03 APR 18","113","0.00","31,540.00","21,414.73","","GUNMETAL","CLE","2019 GRAND DESIGN TRANSCEND 27","TRANSCEND RISE ABOVE PACKAGE^^TRANSCEND ECLIPSE PACKAGE^^TRANSCEND EXTENDED SEASONS PRO^^WINTERIZATION^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","27","0","","0","NO","NO","K8800263","A","CALERA","CALERA",""
"25853","5ZT3CSTBXJG123325","2018","PRIME TIME","CRUSADER","28RL","NEW","0","08 MAR 18","139","28,995.00","44,820.00","25,276.70","","CAFE","CLE","2018 PRIME TIME CRUSADER 28RL","CRUSADER ADVANTAGE PACKAGE^^FREE STANDING DINETTE W/4 CHAI^^RVIA SEAL^^DIXIE","5TH WHEEL","28","0","","0","NO","NO","CSG123325","A","CALERA","CALERA",""
"25854","5ZT3CSTB6JG123323","2018","PRIME TIME","CRUSADER","28RL","NEW","0","08 MAR 18","139","28,995.00","44,820.00","24,845.51","","CAFE","CLE","2018 PRIME TIME CRUSADER 28RL","CRUSADER ADVANTAGE PACKAGE^^FREE STANDING DINETTE W/4 CHAI^^RVIA SEAL^^DIXIE","5TH WHEEL","28","0","","0","NO","NO","CSG123323","A","CALERA","CALERA",""
"25863A","47CTD1S20DP631168","2013","DUTCHMEN","DENALI WHOLESALE","287RE WHOLESALE","USED","0","31 MAY 18","55","16,995.00","16,995.00","13,231.54","","","HMD","2013 DUTCHMEN DENALI WHOLESALEE","","TRAVEL TRAILER","0","0","","0","NO","NO","47CTD1S20DP631168","A","HAMMOND","HAMMOND",""
"25866","573FR3626J3318935","2018","GRAND DESIGN","REFLECTION","337RLS","NEW","0","03 APR 18","113","49,995.00","60,955.00","41,705.69","","CAPPUCCINO","HMD","2018 GRAND DESIGN REFLECTION 3","REFLECTION PEACE OF MIND PACKA^^REFLECTION ULTIMATE POWER PACK^^REFLECTION ARCTIC 4 SEASONS PA^^2' RECEIVER HITCH^^2ND AWNING^^12' SIDE BY SIDE REFER UPGRADE^^WINTERIZATION^^FREE STANDING TABLE AND CHAIRS^^RVIA SEAL^^DIXIE","5TH WHEEL","33","0","","0","YES","NO","J3318935","A","HAMMOND","HAMMOND",""
"25867","573TT322XK8800175","2019","GRAND DESIGN","TRANSCEND","27BHS","NEW","0","14 MAR 18","133","0.00","31,985.00","23,055.30","","GUNMETAL","LFT","2019 GRAND DESIGN TRANSCEND 27","TRANSCEND RISE ABOVE PACKAGE^^TRANSCEND ECLIPSE PACKAGE^^TRANSCEND EXTENDED SEASONS PRO^^WINTERIZATION^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","27","0","","0","NO","NO","K8800175","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"25868","1FC4E4KS7JDC14082","2018","THOR","AXIS","25.6","NEW","681","12 MAR 18","135","79,415.00","120,508.00","76,439.65","LIGHTHOUSE","SEAGLASS","CLE","2018 THOR AXIS 25.6","BEECHWOOD CABINETRY^^HOLDING TANKS^^DIXIE","CLASS A MH","25","0","","0","NO","NO","XSF02560007610","A","CALERA","CALERA",""
"25869","1FDXE4FS6JDC14044","2018","THOR","FOUR WINDS","28Z","NEW","687","06 MAR 18","141","69,415.00","108,650.00","67,633.02","ORANGE CRUSH","SMOKED TRUFFLE","CLE","2018 THOR FOUR WINDS 28Z","EXTERIOR PAINT ORANGE CRUSH^^32' TV IN BEDROOM^^32' EXTERIOR TV^^LEATHERETTE JACKKNIFE SOFA^^LEATHERETTE BOOTH DINETTE^^12 V ATTIC FAN IN BEDROOM^^12 V ATTIC FAN IN OVERHEAD BUN^^CABOVER CHILD SAFETY NET^^15.0 BTU A/C^^OUTSIDE SHOWER^^SECONDARY AUXILLIARY BATTERY^^ELECTRIC STABILIZING SYSTEM^^HEATED REMOTE MIRRORS^^POWER DRIVERS SEAT^^LEATHERETTE DRIVER/PASS CHAIRS^^COCKPIT CARPET MAT^^DASH APPLIQUE^^DIXIE","CLASS C MH","28","0","","0","NO","NO","FCE028Z0010850","A","CALERA","CALERA",""
"25870","5SFSG3729JE384942","2018","HEARTLAND","GATEWAY","3200RLS","NEW","0","06 MAR 18","141","48,995.00","72,515.00","43,955.24","","COGNAC","LFT","2018 HEARTLAND GATEWAY 3200RLS","ENTER THE GATEWAY PACKAGE^^GATEWAY COMFORT PACKAGE^^GATEWAY RESIDENTIAL PACKAGE^^6 PT AUTO LEVELING SYSTEM^^KING BED^^ROLLER SHADE^^RESIDENTIAL REFER^^WINTERIZATION OF UNIT^^RVIA^^DIXIE","5TH WHEEL","32","0","","0","NO","NO","JE384942","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"25871A","5N1AR2MN9DC642700","2013","NISSAN","PATHFINDER","PLATINUM","USED","125585","02 JUN 18","53","0.00","0.00","8,500.00","","","CLE","2013 NISSAN PATHFINDER PLATINU","","OTHER","0","0","","0","NO","NO","5N1AR2MN9DC642700","A","CALERA","CALERA",""
"25873","573TR3621J3318604","2018","GRAND DESIGN","REFLECTION","285BHTS","NEW","0","09 MAR 18","138","37,995.00","47,708.00","31,833.30","","CAPPUCCINO","LFT","2018 GRAND DESIGN REFLECTION 2","REFLECTION TRAVEL TRAILER PEAC^^REFLECTION TRAVEL TRAILER ULTI^^REFLECTION TRAVEL TRAILER 4 SE^^2' RECEIVER HITCH^^WINTERIZATION^^BOOTH DINETTE^^2ND A/C 15K BTU^^RV^^DIXIE","TRAVEL TRAILER","28","0","","0","NO","NO","J3318604","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"25878A","1F65F5DY3E0A06340","2015","JAYCO","PRECEPT","31UL","USED","5683","09 JUN 18","46","78,113.00","89,995.00","51,797.07","","","CLE","2015 JAYCO PRECEPT 31UL","","CLASS A MH","0","0","","0","NO","NO","","A","CALERA","CALERA",""
"25879","1FC4E4KS7JDC14096","2018","THOR","VEGAS","25.2","NEW","883","08 MAR 18","139","72,995.00","116,758.00","74,373.75","BELLAGIO","PLATINUM","LFT","2018 THOR VEGAS 25.2","CABINETRY - BEECHWOOD^^HOLDING TANKS^^DIXIE","CLASS A MH","25","0","","0","NO","NO","VSF02520007573","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"25880","1FC4E4KS6JDC14090","2018","THOR","VEGAS","25.6","NEW","967","06 MAR 18","141","79,115.00","120,508.00","76,900.58","LUXOR","PLATINUM","LFT","2018 THOR VEGAS 25.6","CABINETRY - BEECHWOOD^^HOLDING TANKS^^DIXIE","CLASS A MH","25","0","","0","NO","NO","VSF02560007578","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"25881","1FC4E4KS4JDC14069","2018","THOR","VEGAS","24.1","NEW","882","08 MAR 18","139","76,995.00","116,758.00","74,549.46","BELLAGIO","PLATINUM","LFT","2018 THOR VEGAS 24.1","CABINETRY - BEECHWOOD^^HOLDING TANKS^^DIXIE","CLASS A MH","24","0","","0","NO","NO","VSF02410007607","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"25882","1FC4E4KS5JDC11696","2018","THOR","VEGAS","25.5","NEW","911","05 MAR 18","142","79,813.00","118,858.00","75,746.27","LUXOR","PLATINUM","LFT","2018 THOR VEGAS 25.5","CABINETRY - BEECHWOOD^^HOLDING TANKS^^DIXIE","CLASS A MH","25","0","","0","NO","NO","VSF02550007532","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"25883","1FC4E4KS0JDC11685","2018","THOR","VEGAS","27.7","NEW","925","08 MAR 18","139","82,615.00","124,258.00","78,563.63","BELLAGIO","PLATINUM","LFT","2018 THOR VEGAS 27.7","CABINETRY - BEECHWOOD^^HOLDING TANKS^^DIXIE","CLASS A MH","27","0","","0","NO","NO","VSF02770007601","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"25884","1FC4E4KS0JDC09547","2018","THOR","VEGAS","25.6","NEW","913","05 MAR 18","142","79,115.00","120,508.00","76,918.43","BELLAGIO","DIAMONDBACK","LFT","2018 THOR VEGAS 25.6","CABINETRY - BEECHWOOD^^HOLDING TANKS^^DIXIE","CLASS A MH","25","0","","0","NO","NO","VSF02560007500","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"25885","1F66F5DY7J0A11359","2018","THOR","WINDSPORT","35M","NEW","867","05 MAR 18","142","98,995.00","147,125.00","92,404.03","BAHAMA BREEZE","FUSION GREY","LFT","2018 THOR WINDSPORT 35M","MALIBU MAPLE^^DIXIE","CLASS A MH","35","0","","0","NO","NO","WAR035M0041947","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"25886","1F66F5DY9J0A10164","2018","THOR","WINDSPORT","34R","NEW","2714","06 APR 18","110","108,995.00","153,793.00","98,088.43","WATER FRONT","GOLDEN MINK","LFT","2018 THOR WINDSPORT 34R","MALIBU MAPLE^^EXTERIOR - WATER FRONT PARTIAL^^DIXIE","CLASS A MH","34","0","","0","NO","NO","WAR034R0041746","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"25887","4YDT24820JT438597","2018","KEYSTONE RV","BULLET","248RKS","NEW","0","06 MAR 18","141","25,113.00","32,227.00","21,912.37","OXFORD GRAY","SADDLEBROOK","CLE","2018 KEYSTONE RV BULLET 248RKS","OXFORD GRAY^^INTERIOR CAMPING PACKAGE^^EXTERIOR CAMPING PACKAGE^^THERMAL PACKAGE^^FIBERGLASS FRONT CAP^^POWER TONGUE JACK^^ALUMINUM WHEELS^^15 BTU A/C DUCTED^^RVQ GRILL^^GUNMETAL LEATHER TRIFOLD SOFA^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","24","0","","0","NO","NO","JT438597","A","CALERA","CALERA",""
"25891","4YDT25723JT438617","2018","KEYSTONE RV","BULLET","257RSS","NEW","0","05 MAR 18","142","24,415.00","31,041.00","21,132.13","OXFORD GRE;Y","GUN METAL","CLE","2018 KEYSTONE RV BULLET 257RSS","OXFORD GRAY^^INTERIOR CAMPING PACKAGE^^EXTERIOR CAMPING PACKAGE^^THERMAL PACKAGE^^FIBERGLASS FRONT CAP^^POWER TONGUE JACK^^ALUMINUM WHEELS^^15 BTU A/C DUCTED^^RVQ GRILL^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","25","0","","0","NO","NO","JT438617","A","CALERA","CALERA",""
"25892","4YDT33023JT438189","2018","KEYSTONE RV","BULLET","330BHS","NEW","0","08 MAR 18","139","30,415.00","40,271.00","27,102.37","OXFORD GREY","SADDLEBROOK","CLE","2018 KEYSTONE RV BULLET 330BHS","OXFORD GRAY^^INTERIOR CAMPING PACKAGE^^EXTERIOR CAMPING PACKAGE^^THERMAL PACKAGE^^FIBERGLASS FRONT CLASS^^POWER TONGUE JACK^^ALUMINUM WHEELS^^50 AMP SERVICE W/ 2ND A/C^^15 BTU A/C DUCTED^^RVQ GRILL^^SADDLEBROOK TRI FOLD SOFA^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","33","0","","0","NO","NO","JT438189","A","CALERA","CALERA",""
"25893","4YDT24822JT438603","2018","KEYSTONE RV","BULLET","248RKS","NEW","0","06 MAR 18","141","25,113.00","32,227.00","21,897.13","OXFORD GREY","GUN METAL","CLE","2018 KEYSTONE RV BULLET 248RKS","OXFORD GRAY^^INTERIOR CAMPING PACKAGE^^EXTERIOR CAMPING PACKAGE^^THERMAL PACKAGE^^FIBERGLASS FRONT CLASS^^POWER TONGUE JACK^^ALUMINUM WHEELS^^15 BTU A/C DUCTED^^RVQ GRILL^^GUNMETAL LEATHER TRIFOLD SOFA^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","24","0","","0","NO","NO","JY438603","A","CALERA","CALERA",""
"25895","4YDT31B21JD438090","2018","KEYSTONE RV","BULLET","31BKPR","NEW","0","09 MAR 18","138","35,495.00","43,032.00","28,665.99","CHAMPAGNE","SADDLEBROOK","HMD","2018 KEYSTONE RV BULLET 31BKPR","CHAMPAGNE^^PREMIER PACKAGE^^FRAMELESS TINTED WINDOWS^^POWER TONGUE JACK^^EXTERIOR CAMPING PACKAGE^^INTERIOR CAMPING PACKAGE^^ALUMINUM WHEELS^^THERMAL PACKAGE^^PAINTED FRONT CAP^^32' LED TV^^SLAM LATCH BAGGAGE DOORS^^8 CUBIC FOOT LARGE REFRIGERATO^^RVQ GRILL^^50 AMP SERVICE W/ 2ND A/C^^15 BTU A/C DUCTED^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","31","0","","0","NO","NO","JD438090","A","HAMMOND","HAMMOND",""
"25898","4YDF31524J7251031","2018","KEYSTONE RV","HIDEOUT","315RDTS","NEW","0","06 MAR 18","141","33,995.00","46,761.00","30,336.13","","CEDAR","CLE","2018 KEYSTONE RV HIDEOUT 315RD","PLATINUM PACKAGE^^HIDEOUT LUXURY PACKAGE^^LCD TV^^RADIAL TIRES^^6GALLON GAS/ELEC WATER HEATER^^DOUBLE DOOR REFER^^OUTSIDE SPEAKERS^^EXTERIOR SHOWER^^TINTED SAFETY GLASS^^CARBON MONOXIDE DETECTOR^^ELECTRIC AWNING^^XL ENTRY ASSIST HANDLE^^COLD MOUNTAIN PACKAGE^^50 AMP SERVICE/WIRE AND BRACE^^CENTRAL VACUUM^^ELECTRIC REAR STABLIZER JACKS^^15.0 BTU A/C DUCTED^^ALUMINUM WHEELS^^15' SPARE TIRE KIT^^2ND A/C^^FREE STANDING DINETTE^^EXTERIOR LADDER^^RVIA SEAL^^DIXIE","5TH WHEEL","31","0","","0","YES","NO","J7251031","A","CALERA","CALERA",""
"25899","4YDF31523J7251022","2018","KEYSTONE RV","HIDEOUT","315RDTS","NEW","0","08 MAR 18","139","33,995.00","46,761.00","30,336.13","","CEDAR","CLE","2018 KEYSTONE RV HIDEOUT 315RD","PLATINUM PACKAGE^^HIDEOUT LUXURY PACKAGE^^LCD TV^^RADIAL TIRES^^6GALLON GAS/ELEC WATER HEATER^^DOUBLE DOOR REFER^^OUTSIDE SPEAKERS^^EXTERIOR SHOWER^^TINTED SAFETY GLASS^^CARBON MONOXIDE DETECTOR^^ELECTRIC AWNING^^XL ENTRY ASSIST HANDLE^^COLD MOUNTAIN PACKAGE^^50 AMP SERVICE/WIRE AND BRACE^^CENTRAL VACUUM^^ELECTRIC REAR STABLIZER JACKS^^15.0 BTU A/C DUCTED^^ALUMINUM WHEELS^^15' SPARE TIRE KIT^^2ND A/C^^FREE STANDING DINETTE^^EXTERIOR LADDER^^RVIA SEAL^^DIXIE","5TH WHEEL","31","0","","0","YES","NO","J7251022","A","CALERA","CALERA",""
"25904","1F66F5DY0J0A13860","2018","JAYCO","PRECEPT","31UL","NEW","970","09 MAR 18","138","97,995.00","152,342.00","90,847.65","","MINERAL","HMD","2018 JAYCO PRECEPT 31UL","CUSTOMER VALUE PKG^^BUNK, FRONT OVERHEAD^^DIXIE","CLASS A MH","31","0","","0","NO","NO","XJ1UL0287","A","HAMMOND","HAMMOND",""
"25906","5SFSG3727JE384941","2018","HEARTLAND","GATEWAY","3200RLS","NEW","0","22 FEB 18","153","48,995.00","70,380.00","41,645.36","","COGNAC","HMD","2018 HEARTLAND GATEWAY 3200RLS","ENTER THE GATEWAY PACKAGE^^GATEWAY COMFORT PACKAGE^^GATEWAY RESIDENTIAL PACKAGE^^6 PT LEVELING SYSTEM AUTO^^KING BED^^ROLLER SHADE^^RESIDENTIAL REFER^^WINTERIZATION^^RVIA^^DIXIE","5TH WHEEL","32","0","","0","NO","NO","JE384941","A","HAMMOND","HAMMOND",""
"25907","5SFSG3720JE384943","2018","HEARTLAND","GATEWAY","3200RLS","NEW","0","05 MAR 18","142","48,995.00","72,655.00","44,004.68","","COGNAC","HMD","2018 HEARTLAND GATEWAY 3200RLS","ENTER THE GATEWAY PACKAGE^^GATEWAY COMFORT PACKAGE^^GATEWAY RESIDENTIAL PACKAGE^^6 PT LEVELING SYSTEM AUTO^^KING BED^^ROLLER SHADE^^RESIDENTIAL REFER^^WINTERIZATION^^RVIA^^DIXIE","5TH WHEEL","32","0","","0","NO","NO","JE384943","A","HAMMOND","HAMMOND",""
"25911","4YDT26R21JD437947","2018","KEYSTONE RV","BULLET","26RBPR","NEW","0","07 MAR 18","140","30,495.00","39,784.00","27,293.04","CHAMPAGNE","GUN METAL","HMD","2018 KEYSTONE RV BULLET 26RBPR","CHAMPAGNE^^PREMIER PACKAGE^^FRAMELESS TINTED WINDOWS^^POWER TONGUE JACK^^EXTERIOR CAMPING PACKAGE^^INTERIOR CAMPING PACKAGE^^ALUMINUM WHEELS^^THERMAL PACKAGE^^PAINTED FRONT CAP^^8 CUBIC FOOT LARGE REFRIGERATO^^SLAM LATCH BAGGAGE DOORS^^42' LED TV^^50 AMP SERVICE W/ 2ND A/C^^RVQ GRILL^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","26","0","","0","NO","NO","JD437947","A","HAMMOND","HAMMOND",""
"25913","5SFCG4436JE384775","2018","HEARTLAND","ROAD WARRIOR","427RW","NEW","0","14 MAY 18","72","89,994.00","134,741.00","81,265.11","ORANGE/BLACK","BOULDER","HMD","2018 HEARTLAND ROAD WARRIOR 42","ROAD WARRIOR SUITE PACKAGE^^ULTIMATE WARRIOR PACKAGE^^FULL BODY PAINT^^FANTASTIC FAN -KITCHEN^^23 CU FT RESIDENTIAL REFE W/DU^^DYSON CORDLESS VAC^^RAMP DOOR PATIO W/ ELECTRIC AW^^STEPS REAR RAMP DOOR^^3-SEASON REMOVABLE GARAGE WALL^^40' GARAGE RV ON PULL DOWN/SWI^^21K MOR-RYDE PIN BOX^^HEAT STRIP ON GARAGE A/C^^WINTERIZATION^^RIVA SEAL^^DIXIE","5TH WHEEL TOY HAULER","42","0","","0","YES","NO","JE384775","A","HAMMOND","HAMMOND",""
"25916","5ZT3CS2B6JG123517","2018","PRIME TIME","CRUSADER","365RKB","NEW","0","08 MAR 18","139","39,995.00","69,203.00","39,624.19","","PORTOBELLO","HMD","2018 PRIME TIME CRUSADER 365RK","CRUSADER ADVANTAGE PACKAGE^^FREE STANDING DINETTE W/4 CHAI^^2ND 'QUIET COOL' A/C IN BEDROO^^KING SIZE BED^^RVIA SEAL^^DIXIE","5TH WHEEL","36","0","","0","NO","NO","CSG123517","A","HAMMOND","HAMMOND",""
"25922","5ZT3CSTB4JG123319","2018","PRIME TIME","CRUSADER","28RL","NEW","0","08 MAR 18","139","28,995.00","45,265.00","25,808.49","","PORTOBELLO","HMD","2018 PRIME TIME CRUSADER 28RL","CRUSADER ADVANTAGE PACKAGE^^FREE STANDING DINETTE W/4 CHAI^^RVIA SEAL^^DIXIE","5TH WHEEL","28","0","","0","NO","NO","CSG123319","A","HAMMOND","HAMMOND",""
"25937B","5ZT2TRNB7DB504102","2013","FOREST RIVER","TRACER","240 AIR","USED","0","04 JUN 18","51","15,995.00","15,995.00","13,348.93","","","HMD","2013 FOREST RIVER TRACER 240 A","","TRAVEL TRAILER","0","0","","0","NO","NO","5ZT2TRNB7DB504102","A","HAMMOND","HAMMOND",""
"25940","5ZT3CSUBXJG123632","2018","PRIME TIME","CRUSADER","29RSLE","NEW","0","09 MAR 18","138","28,995.00","46,135.00","32,355.15","","PORTOBELLO","HMD","2018 PRIME TIME CRUSADER 29RSL","CRUSADER ADVANTAGE PACKAGE^^50 AMP SERVICE^^RVIA SEAL^^DIXIE","5TH WHEEL","29","0","","0","NO","NO","CSG123632","A","HAMMOND","HAMMOND",""
"25942","5ZT3CSUB6JG123627","2018","PRIME TIME","CRUSADER","29RSLE","NEW","0","09 MAR 18","138","28,995.00","46,135.00","30,198.35","","PORTOBELLO","HMD","2018 PRIME TIME CRUSADER 29RSL","CRUSADER ADVANTAGE PACKAGE^^50 AMP SERVICE^^RVIA SEAL^^DIXIE","5TH WHEEL","29","0","","0","NO","NO","CSG123627","A","HAMMOND","HAMMOND",""
"25943","5ZT3CSUB6JG123630","2018","PRIME TIME","CRUSADER","29RSLE","NEW","0","07 MAR 18","140","28,995.00","46,135.00","31,210.39","","PORTOBELLO","LFT","2018 PRIME TIME CRUSADER 29RSL","CRUSADER ADVANTAGE PACKAGE^^50 AMP SERVICE^^RVIA SEAL^^DIXIE","5TH WHEEL","29","0","","0","NO","NO","CSG123630","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"25944","5ZT3CSUBXJG123629","2018","PRIME TIME","CRUSADER","29RSLE","NEW","0","09 MAR 18","138","28,995.00","46,135.00","32,488.70","","PORTOBELLO","HMD","2018 PRIME TIME CRUSADER 29RSL","CRUSADER ADVANTAGE PACKAGE^^50 AMP SERVICE^^RVIA SEAL^^DIXIE","5TH WHEEL","29","0","","0","NO","NO","CSG123629","A","HAMMOND","HAMMOND",""
"25947","5SFRG3926JE383730","2018","HEARTLAND","ELKRIDGE","35IKOK","NEW","0","08 MAR 18","139","49,715.00","70,866.00","43,923.14","","VALLETA","CLE","2018 HEARTLAND ELKRIDGE 35IKOK","ELKRIDGE SUITE PACKAGE^^SUMMIT PACKAGE^^6 PT AUTO LEVELING SYSTEM^^DUCTED 2ND AC^^WINTERIZATION^^RVIA SEAL^^DIXIE","5TH WHEEL","35","0","","0","NO","NO","JE383730","A","CALERA","CALERA",""
"25962A","4YDF34728H1530624","2017","KEYSTONE RV","SPRINTER","347FWLFT","USED","0","13 JUL 18","12","41,995.00","41,995.00","29,453.30","","","HMD","2017 KEYSTONE RV SPRINTER 347F","","5TH WHEEL","0","0","","0","NO","NO","4YDF34728H1530624","A","HAMMOND","HAMMOND",""
"25964","5SFRG3829JE380435","2018","HEARTLAND","ELKRIDGE","326EX","NEW","0","05 MAR 18","142","34,995.00","49,961.00","32,165.82","","VALLETA","ABB","2018 HEARTLAND ELKRIDGE 326EX","HOME PACKAGE^^XTREME PACKAGE^^U BOOTH DINETTE^^EXTERIOR STORAGE^^POWER REAR STABLILIZERS^^SINK COVERS^^15000A/C^^DUCTED 2ND AC^^50 AMP SERVICE^^WINTERIZATION^^RVIA SEAL^^DIXIE","5TH WHEEL","32","0","","0","NO","NO","JE380435","A","ACADIANA","ACADIANA",""
"25966","5SFRG392XJE383729","2018","HEARTLAND","ELKRIDGE","35IKOK","NEW","0","09 APR 18","107","49,715.00","72,940.00","45,492.73","","MISSONI","ABB","2018 HEARTLAND ELKRIDGE 35IKOK","ELKRIDGE SUITE PACKAGE^^SUMMIT PACKAGE^^6 PT AUTO LEVELING SYSTEM^^STAINLESS STEEL REFER^^DUCTED 2ND AC^^WINTERIZATION^^RVIA SEAL^^DIXIE","5TH WHEEL","35","0","","0","NO","NO","JE383729","A","ACADIANA","ACADIANA",""
"25967","5SFRG3325JE383727","2018","HEARTLAND","ELKRIDGE","293EX","NEW","0","05 MAR 18","142","33,415.00","47,484.00","30,613.92","","MISSONI","ABB","2018 HEARTLAND ELKRIDGE 293EX","HOME PACKAGE^^XTREME PACKAGE^^FREE STANDING DINETTE-STANDARD^^EXTERIOR STORAGE^^POWER REAR STABLILIZERS^^40' LED TV^^SINK COVERS^^15000A/C^^DUCTED 2ND AC^^50 AMP SERVICE^^WINTERIZATION^^RVIA SEAL^^DIXIE","5TH WHEEL","29","0","","0","NO","NO","JE383727","A","ACADIANA","ACADIANA",""
"25971A","4UZFCHCY9BCAY1095","2011","NEWMAR","MOUNTAIN AIRE","4333","USED","0","21 JUL 18","4","229,995.00","229,995.00","159,000.00","","","HMD","2011 NEWMAR MOUNTAIN AIRE 4333","","CLASS A MH","0","0","","0","NO","NO","4UZFCHCY9BCAY1095","A","HAMMOND","HAMMOND",""
"25972","5SFCG4335JE382968","2018","HEARTLAND","ROAD WARRIOR","413RW","NEW","0","09 MAR 18","138","77,515.00","113,424.00","68,360.07","","BOULDER","HMD","2018 HEARTLAND ROAD WARRIOR 41","ROAD WARRIOR SUITE PACKAGE^^ULTIMATE WARRIOR PACKAGE^^FANTASTIC FAN -KITCHEN^^23 CU FT RESIDENTIAL REFE W/DU^^DYSON CORDLESS VAC^^RAMP DOOR PATIO W/ ELECTRIC AW^^STEPS REAR RAMP DOOR^^3-SEASON REMOVABLE GARAGE WALL^^REMOVABLE EDGED CARGO CARPET^^40' OUTISIDE TV^^HEAT STRIP ON GARAGE A/C^^WINTERIZATION^^RIVA SEAL^^DIXIE","5TH WHEEL TOY HAULER","41","0","","0","YES","NO","JE382968","A","HAMMOND","HAMMOND",""
